"Player","Seasons","Teams","PTS","TRB","AST","STL","BLK","PER","TS%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"Clemon Johnson",5,3,7.44285714285714,5.82857142857143,1.35714285714286,0.614285714285714,1.1,13.7857142857143,0.523857142857143,15.5857142857143,1,1.9,2.88571428571429,0.0992857142857143,-0.8,0.557142857142857,-0.242857142857143,0.657142857142857
"Danny Vranes",4,1,6.225,4.825,1.525,0.75,0.625,9.35,0.5145,11.775,0.75,2.125,2.875,0.06975,-2.375,0.75,-1.575,0.2
"Tyrone Corbin",4,5,8.65714285714286,4.62857142857143,1.8,1.14285714285714,0.214285714285714,13,0.519285714285714,17.2142857142857,1.17142857142857,1.4,2.84285714285714,0.085,-1.11428571428571,0.285714285714286,-0.842857142857143,0.585714285714286
"Robert Reid",9,3,11.09,4.01,2.65,0.97,0.34,12.02,0.4823,19.5,1.02,2.07,2.83,0.0598,-1.76,-0.0300000000000001,-1.8,0.39
"Lonnie Shelton",5,2,9.8,5.02,2.28,0.88,0.5,11.4,0.5016,17.8,0.54,2.3,2.82,0.0632,-2.16,0.44,-1.72,0.4
"Bob Hansen",5,1,8.6,2.74,1.78,0.74,0.1,10.72,0.5262,16.86,0.94,1.88,2.8,0.0812,-2.08,0.18,-1.9,0.04
"Herb Williams",9,3,13.1272727272727,7.44545454545455,2.15454545454545,0.654545454545455,1.81818181818182,13.5636363636364,0.494181818181818,19.9181818181818,0.0363636363636363,2.69090909090909,2.8,0.0576363636363636,-1.43636363636364,0.645454545454546,-0.809090909090909,0.790909090909091
"Calvin Murphy*",3,1,13.2333333333333,1.1,2.63333333333333,1.03333333333333,0.0666666666666667,15.3666666666667,0.503333333333333,26.0333333333333,2,0.766666666666667,2.76666666666667,0.078,-0.466666666666667,-0.933333333333333,-1.43333333333333,0.366666666666667
"Randy Wittman",5,3,9.2,1.76666666666667,2.93333333333333,0.6,0.15,11.0833333333333,0.516666666666667,14.9,1.78333333333333,0.966666666666667,2.75,0.0675,-0.766666666666667,-0.516666666666667,-1.26666666666667,0.45
"Spud Webb",5,1,6.74,1.84,4.56,1,0.1,15.62,0.5378,18.48,1.52,1.44,2.74,0.1026,0.52,0.74,1.26,0.98
"Craig Hodges",8,5,9.47272727272727,1.48181818181818,2.7,0.845454545454545,0.0454545454545455,12.3818181818182,0.560272727272727,17.2454545454545,1.75454545454545,1.12727272727273,2.72727272727273,0.0898181818181818,0.0909090909090908,-0.572727272727273,-0.481818181818182,0.509090909090909
"Bill Garnett",4,2,5.525,4.325,1.3,0.525,0.55,12.125,0.557,14.025,1.325,1.375,2.725,0.09575,-1.65,0.7,-0.95,0.4
"Phil Ford",4,4,9.62,1.56,5.52,0.9,0.04,12.02,0.5278,17.58,1.26,1.42,2.72,0.0682,-1.14,-0.92,-2.06,0.02
"Antoine Carr",4,3,10.4666666666667,3.93333333333333,1.41666666666667,0.433333333333333,0.966666666666667,15.0166666666667,0.5645,21.25,1.55,1.83333333333333,2.68333333333333,0.100333333333333,-0.8,0.183333333333333,-0.616666666666667,0.45
"Fred Roberts",4,4,8.02,3.18,1.28,0.52,0.32,12.62,0.5736,17.38,1.44,1.32,2.68,0.0958,-0.98,-0.28,-1.28,0.2
"George Johnson",4,2,8.64,6.44,1.86,0.78,1.64,13.9,0.5134,17,0.36,2.3,2.68,0.0792,-1.36,1.18,-0.2,0.74
"Randy Breuer",4,3,9.03333333333333,5.33333333333333,1.08333333333333,0.55,1.23333333333333,13.3166666666667,0.494333333333333,19.1833333333333,0.55,2.45,2.66666666666667,0.0766666666666667,-1.78333333333333,0.133333333333333,-1.65,0.3
"Larry Drew",9,5,12.0666666666667,1.85555555555556,5.41111111111111,1.18888888888889,0.0555555555555556,13.6222222222222,0.511555555555556,20.3777777777778,1.37777777777778,1.41111111111111,2.65555555555556,0.0576666666666667,-0.311111111111111,-0.866666666666667,-1.16666666666667,0.544444444444444
"Randy Smith",3,4,10.5,1.725,3.275,1,0.05,14.65,0.522,20.9,1.925,0.75,2.65,0.07625,-0.0750000000000001,-0.875,-0.95,0.475
"Darwin Cook",8,4,9.45555555555556,2.04444444444444,3.45555555555556,1.63333333333333,0.3,13.4444444444444,0.490777777777778,20,0.377777777777778,2.24444444444444,2.61111111111111,0.0687777777777778,-1.25555555555556,1.26666666666667,0.0222222222222222,1.02222222222222
"Jeff Cook",5,4,5.71428571428571,5.08571428571429,1.4,0.657142857142857,0.457142857142857,10.9142857142857,0.527142857142857,12.8857142857143,0.771428571428571,1.77142857142857,2.58571428571429,0.0884285714285714,-1.88571428571429,0.485714285714286,-1.4,0.271428571428571
"Frank Johnson",5,1,10.38,1.94,5.08,1.12,0.1,13.4,0.4966,20.56,0.5,2.08,2.58,0.07,-0.8,0.06,-0.7,0.56
"Sam Vincent",3,3,10.4,2.875,6.025,0.95,0.25,15.05,0.5325,19.1,1.5,1.5,2.575,0.089,0.325,-0.375,-0.05,0.675
"Greg Anderson",3,2,11.4,6.9,0.7,0.8,1.23333333333333,14.2,0.523,20.1666666666667,0.466666666666667,2.23333333333333,2.56666666666667,0.066,-1.83333333333333,-0.933333333333333,-2.83333333333333,-0.333333333333333
"Rory Sparrow",9,5,9.23333333333333,2.19166666666667,5.04166666666667,1.04166666666667,0.108333333333333,11.7333333333333,0.4935,16.8666666666667,0.9,1.775,2.55833333333333,0.0613333333333333,-1.44166666666667,-0.15,-1.60833333333333,0.316666666666667
"Ralph Sampson*",7,4,14.9,8.6375,2.3625,0.85,1.6125,14.2625,0.495625,22.8125,0.0625,2.7,2.55,0.045,-2.075,0.6375,-1.45,0.6625
"Scott Wedman",4,4,13.44,4.6,2.1,0.88,0.34,13.24,0.4982,21.44,1.02,1.52,2.54,0.0664,-0.78,-0.72,-1.5,0.26
"Dudley Bradley",3,4,6.525,2.05,2.35,1.8,0.55,12.175,0.5225,14.9,0.375,2.15,2.525,0.0805,-2.125,3.35,1.2,1.2
"Lorenzo Romar",3,3,6.4,1.425,3.55,0.9,0.125,14.15,0.513,17.175,1.275,1.225,2.525,0.0965,-0.05,0.475,0.4,0.7
"Al Wood",5,3,12.3,3.16666666666667,1.85,0.783333333333333,0.383333333333333,13.9166666666667,0.526833333333333,22,1.46666666666667,1.08333333333333,2.51666666666667,0.0678333333333333,-0.316666666666667,-1.03333333333333,-1.35,0.35
"Rich Kelley",5,3,6.13333333333333,5.93333333333333,2.55,0.8,0.633333333333333,11.75,0.5595,14.2,0.2,2.33333333333333,2.51666666666667,0.0861666666666667,-2.3,1.55,-0.75,0.5
"Darren Daye",3,1,7.83333333333333,2.93333333333333,2.33333333333333,0.633333333333333,0.2,14.8,0.535333333333333,21.2333333333333,1,1.5,2.5,0.0916666666666667,-0.1,0.333333333333333,0.133333333333333,0.7
"Ken Norman",3,1,14.2666666666667,6.33333333333333,2.33333333333333,1.03333333333333,0.7,13.7333333333333,0.517,20.7666666666667,0.5,1.86666666666667,2.5,0.0486666666666667,-0.966666666666667,-0.566666666666667,-1.5,0.433333333333333
"Jerry Sichting",8,3,7.05,1.425,3.375,0.75,0.025,11.325,0.54175,13.8125,1.55,0.9125,2.4875,0.078375,-1.225,-0.325,-1.525,0.2125
"Billy McKinney",3,3,9.88,2.02,4.26,1,0.12,13.48,0.5592,16.46,2.18,0.3,2.48,0.0754,-0.58,-0.98,-1.54,0.18
"Bill Hanzlik",10,2,7.16,2.74,2.73,0.97,0.27,10.86,0.5232,15.26,0.99,1.51,2.47,0.0725,-2.2,0.6,-1.6,0.22
"Darrell Griffith",9,1,17.1333333333333,3.46666666666667,2.3,1.27777777777778,0.333333333333333,14.6222222222222,0.509777777777778,26.2888888888889,0.244444444444444,2.21111111111111,2.44444444444444,0.0533333333333333,-0.466666666666667,-0.7,-1.15555555555556,0.455555555555556
"Clint Richardson",6,2,7.38333333333333,2.48333333333333,2.68333333333333,0.65,0.166666666666667,11.3,0.501833333333333,16.65,0.833333333333333,1.58333333333333,2.43333333333333,0.0716666666666667,-1.11666666666667,-0.116666666666667,-1.21666666666667,0.333333333333333
"Mike O'Koren",6,1,8.4,3.45,2.15,0.766666666666667,0.233333333333333,11.9833333333333,0.519166666666667,16.9833333333333,0.933333333333333,1.53333333333333,2.41666666666667,0.0818333333333333,-0.816666666666667,0.283333333333333,-0.566666666666667,0.55
"Kurt Nimphius",6,3,7.6875,4.8625,1.1375,0.375,1.325,11.6,0.522,14.95,1.25,1.175,2.4125,0.065375,-2.25,0.125,-2.125,0.1
"John Long",10,3,13.48,2.63,1.98,0.98,0.19,13.62,0.5064,23.44,1.1,1.49,2.41,0.0589,-0.85,-0.83,-1.67,0.29
"John Battle",3,1,10.3333333333333,1.7,2.46666666666667,0.5,0.1,14.1333333333333,0.528666666666667,22.1666666666667,1.8,1.3,2.4,0.0796666666666667,0.1,-1.4,-1.26666666666667,0.233333333333333
"Tom McMillen",6,2,8.25,3.35,1.08333333333333,0.233333333333333,0.283333333333333,11.4333333333333,0.5305,17.7833333333333,1.13333333333333,1.21666666666667,2.36666666666667,0.0795,-1.61666666666667,-0.783333333333333,-2.4,-0.1
"Lionel Hollins",4,3,10.4,2.275,5.025,1.4,0.2,11.85,0.4995,18.45,0.275,2.075,2.35,0.0535,-1.7,-0.125,-1.8,0.125
"Dwight Jones",3,2,7.5,5.03333333333333,1.13333333333333,0.5,0.4,11.7666666666667,0.539,16.8,1,1.36666666666667,2.33333333333333,0.0756666666666667,-1.96666666666667,-0.466666666666667,-2.4,0.1
"Kenny Smith",3,3,13.14,2.16,6.26,1.14,0.1,13.64,0.5304,18.88,1.56,1.64,2.32,0.0574,-0.2,-1.36,-1.52,0.18
"Darnell Valentine",7,3,9.4375,2.25,5.375,1.625,0.075,14.05,0.503875,18.875,0.8375,1.475,2.3125,0.07075,-0.7125,0.4125,-0.3375,0.675
"Derek Smith",6,5,12.075,3.075,2.2375,0.7,0.425,13.6,0.532875,21.55,1.625,0.8,2.3,0.069,-0.775,-0.825,-1.6,0.325
"Mark Alarie",3,2,8.36666666666667,3.76666666666667,1.26666666666667,0.433333333333333,0.4,13.3,0.519,19.3,1.13333333333333,1.26666666666667,2.26666666666667,0.0786666666666667,-1.16666666666667,-0.966666666666667,-2.16666666666667,0
"Bob McAdoo*",5,2,11.66,4.28,0.98,0.52,0.78,15.7,0.5332,24.6,1.1,1.16,2.26,0.1034,-1.36,-0.9,-2.24,-0.02
"Charles Jones",6,3,4.34,5.09,1.06,0.71,1.7,11.21,0.5271,10.33,0.45,1.74,2.24,0.0957,-2.51,2.33,-0.17,0.56
"Mike Bratz",3,3,8.16666666666667,2.06666666666667,4.73333333333333,1.16666666666667,0.133333333333333,12.8666666666667,0.478666666666667,17.9666666666667,0.933333333333333,1.3,2.23333333333333,0.0606666666666667,-0.7,-0.233333333333333,-0.9,0.5
"Paul Griffin",3,1,4.4,4.8,2.3,0.8,0.433333333333333,10.4,0.563,10.4666666666667,1,1.23333333333333,2.23333333333333,0.0766666666666667,-1.3,1.2,-0.1,0.733333333333333
"Sedale Threatt",6,4,8.475,1.5875,3.1875,1.0625,0.1375,13.625,0.509,19.4125,1.175,1.2,2.225,0.089875,-1.275,0.325,-0.95,0.35
"James Bailey",7,5,10.2555555555556,5.58888888888889,0.866666666666667,0.577777777777778,0.922222222222222,13.4777777777778,0.532,21.7666666666667,0.355555555555556,1.85555555555556,2.18888888888889,0.0692222222222222,-2.7,-0.0777777777777778,-2.78888888888889,-0.188888888888889
"Pat Cummings",7,3,11.4285714285714,7.01428571428571,1.32857142857143,0.642857142857143,0.285714285714286,12.6714285714286,0.520571428571429,20.1285714285714,0.657142857142857,1.54285714285714,2.18571428571429,0.0597142857142857,-1.91428571428571,-0.885714285714286,-2.8,-0.171428571428571
"Mike McGee",6,5,11.1285714285714,2.41428571428571,1.4,0.857142857142857,0.114285714285714,14.7,0.534857142857143,23.9285714285714,1.21428571428571,0.971428571428571,2.18571428571429,0.0801428571428571,0.171428571428571,-1,-0.828571428571429,0.371428571428571
"Harvey Catchings",5,2,3.08,4.74,0.86,0.38,1.62,8.56,0.4798,9.2,-0.18,2.42,2.18,0.0728,-3.4,2.14,-1.24,0.34
"Steve Hawes",3,3,7.4,5.62,1.78,0.62,0.34,11.1,0.508,15.94,0.52,1.68,2.18,0.0714,-2.2,0.6,-1.6,0.32
"John Bagley",7,3,9.27142857142857,2.78571428571429,6.4,1.22857142857143,0.1,12.9428571428571,0.489714285714286,17.4714285714286,0.528571428571428,1.81428571428571,2.17142857142857,0.0482857142857143,-0.428571428571429,-0.485714285714286,-0.928571428571429,0.642857142857143
"Butch Carter",3,2,10.6,1.8,2.53333333333333,1.2,0.166666666666667,13.3,0.527,21,1.03333333333333,1.16666666666667,2.16666666666667,0.0593333333333333,-1.06666666666667,-0.4,-1.46666666666667,0.233333333333333
"Don Collins",4,4,10.5,2.91666666666667,1.98333333333333,1.15,0.316666666666667,14.35,0.518666666666667,23.1,0.55,1.61666666666667,2.16666666666667,0.0763333333333333,-0.833333333333333,0.8,-0.05,0.7
"Sidney Green",6,4,8.66666666666667,7.03333333333333,1.08333333333333,0.616666666666667,0.4,12.4,0.5065,18.8,0.25,2.03333333333333,2.15,0.0608333333333333,-2.21666666666667,-0.883333333333333,-3.1,-0.366666666666667
"Steve Colter",5,5,6.925,2.0375,3.2875,0.95,0.175,12.4375,0.4955,16.425,1,1.15,2.15,0.075125,-0.9875,0.5375,-0.4125,0.5875
"Greg Kelser",3,3,10.5333333333333,4.9,1.36666666666667,1,0.666666666666667,13.7,0.544666666666667,21.8333333333333,0.8,1.33333333333333,2.13333333333333,0.063,-1.56666666666667,-0.133333333333333,-1.76666666666667,0.166666666666667
"Walter Berry",3,4,12.9,4.56666666666667,1.38333333333333,0.533333333333333,0.7,15.25,0.552,23.05,1.23333333333333,0.883333333333333,2.11666666666667,0.0768333333333333,-0.55,-0.85,-1.38333333333333,0.266666666666667
"Ronnie Lester",3,1,8.36666666666667,2.16666666666667,4.6,0.866666666666667,0.133333333333333,13.2333333333333,0.528,17.8,1.3,0.8,2.1,0.063,-0.133333333333333,-0.866666666666667,-1,0.4
"Edgar Jones",6,5,8.78888888888889,4.86666666666667,0.855555555555556,0.566666666666667,1.16666666666667,14.6,0.556777777777778,19.6222222222222,0.911111111111111,1.18888888888889,2.08888888888889,0.0981111111111111,-1.78888888888889,0.566666666666667,-1.23333333333333,0.244444444444444
"Geoff Huston",4,3,11.55,1.7,5.6,0.716666666666667,0.0666666666666667,13.35,0.522833333333333,18.3,1.76666666666667,0.316666666666667,2.06666666666667,0.0523333333333333,0.133333333333333,-1.9,-1.75,0.1
"Ricky Sobers",6,3,12.3666666666667,1.88333333333333,3.93333333333333,1.08333333333333,0.166666666666667,13.0833333333333,0.517666666666667,23.4833333333333,0.5,1.56666666666667,2.06666666666667,0.0568333333333333,-1.26666666666667,-0.566666666666667,-1.88333333333333,0.05
"Albert King",8,3,11.8375,4.1375,2.125,0.8375,0.3625,12.8375,0.497375,23.4,0.225,1.8,2.0375,0.053625,-1.4125,-0.5375,-1.975,0.125
"Ennis Whatley",3,2,7.3,2.2,6.36666666666667,1.23333333333333,0.133333333333333,12.9333333333333,0.514,16.1333333333333,0.366666666666667,1.63333333333333,2,0.0533333333333333,-0.533333333333333,-0.4,-0.933333333333333,0.533333333333333
"Manute Bol",4,2,3.15,4.975,0.3,0.225,4.05,9.775,0.4395,8.25,-0.875,3,2,0.0525,-4.225,3.95,-0.25,0.775
"Reggie Johnson",3,5,9.3875,4.9125,0.9625,0.4,0.675,12.4125,0.537625,17.6125,0.975,0.9625,1.95,0.086,-1.6,-0.6,-2.1875,-0.0375
"Phil Smith",3,3,11.08,2.26,3.88,0.86,0.28,12.8,0.5044,20.14,1.16,0.76,1.92,0.0598,-0.92,-0.64,-1.54,0.2
"Wally Walker",3,2,9.33333333333333,4.23333333333333,2.33333333333333,0.533333333333333,0.3,10.9333333333333,0.487,17.7333333333333,0.3,1.6,1.9,0.048,-1.56666666666667,-0.7,-2.26666666666667,-0.2
"Elston Turner",4,2,5.7,3.25,2.125,1.075,0.075,9.75,0.4685,13.175,0.25,1.5,1.775,0.05275,-2.275,0.55,-1.725,0.075
"Mike Sanders",7,5,8.4,3.0875,1.2625,0.75,0.275,12.65,0.531875,19.7875,0.675,1.2625,1.775,0.078875,-1.7875,-0.1625,-1.975,0.025
"Paul Mokeski",3,4,5.675,5,1.2,0.425,0.725,9.65,0.501,13.95,0.1,1.675,1.775,0.06625,-3.325,0.775,-2.575,-0.175
"Earl Cureton",5,5,6.77142857142857,5.55714285714286,1.41428571428571,0.528571428571429,0.657142857142857,10.7571428571429,0.494428571428571,13.9857142857143,0.4,1.34285714285714,1.74285714285714,0.0542857142857143,-2.21428571428571,-0.342857142857143,-2.57142857142857,-0.2
"Joe Kleine",4,3,7.06666666666667,5.43333333333333,0.883333333333333,0.366666666666667,0.383333333333333,11.2166666666667,0.5085,16.8833333333333,0.583333333333333,1.21666666666667,1.66666666666667,0.0595,-2.71666666666667,-1,-3.7,-0.533333333333333
"Richard Anderson",4,4,6.34,4.12,1.72,0.68,0.28,11.76,0.4718,17,0.4,1.24,1.64,0.0622,-1,-0.18,-1.2,0.24
"Joe Bryant",3,2,11.1333333333333,4.16666666666667,2.36666666666667,0.966666666666667,0.4,12,0.519666666666667,19.5666666666667,0.5,1.1,1.63333333333333,0.0346666666666667,-1.7,-0.666666666666667,-2.4,-0.2
"Bill Willoughby",3,3,6.425,3.7,1.1,0.4,0.525,10.45,0.52225,14.5,0.75,0.85,1.625,0.0625,-1.425,-0.425,-1.825,0.075
"Leon Wood",3,5,7.85,1.3,3.38333333333333,0.533333333333333,0,13.4666666666667,0.516666666666667,18.35,1.2,0.383333333333333,1.61666666666667,0.0863333333333333,0.65,-1.58333333333333,-0.95,0.266666666666667
"Dell Curry",3,2,12.6333333333333,2.26666666666667,1.76666666666667,1.2,0.266666666666667,16.4333333333333,0.514666666666667,27,0.266666666666667,1.53333333333333,1.56666666666667,0.0546666666666667,0.4,0.166666666666667,0.533333333333333,0.9
"Quintin Dailey",8,3,14.2375,2.4375,2.2,0.9125,0.1,14.7625,0.500875,28.4375,0.7,1.1375,1.5625,0.04375,-0.9875,-1.3125,-2.2875,0.05
"Wes Matthews",6,5,9.3875,1.5,4.7125,1.1375,0.1875,12.9375,0.527875,19.825,0.4,1.1125,1.525,0.0555,-1.0375,-0.2625,-1.2875,0.3125
"Dennis Hopson",3,1,12.7,3.03333333333333,1.83333333333333,1.1,0.5,12.5333333333333,0.485666666666667,23.1333333333333,0.2,1.43333333333333,1.5,0.0333333333333333,-1.56666666666667,-0.566666666666667,-2.1,0.0666666666666667
"Larry Kenon",3,3,8.6,3.75,1.15,0.675,0.2,12.975,0.49975,20.125,0.675,0.875,1.5,0.05525,-0.575,-1.075,-1.625,0.1
"Terry Teagle",7,3,12.5714285714286,2.84285714285714,1.45714285714286,0.857142857142857,0.228571428571429,13.9571428571429,0.518285714285714,23.8,0.785714285714286,0.814285714285714,1.41428571428571,0.0462857142857143,-0.971428571428571,-1.61428571428571,-2.6,-0.285714285714286
"Paul Thompson",3,3,9.125,3.3,1.475,0.975,0.575,12.8,0.46125,22.3,0.3,1.1,1.4,0.05375,-1.35,0.65,-0.675,0.5
"Tom Henderson",3,1,5.56666666666667,1.6,3.83333333333333,0.733333333333333,0.0666666666666667,11.1333333333333,0.474333333333333,14.7333333333333,0.666666666666667,0.666666666666667,1.33333333333333,0.0443333333333333,-1.6,-0.5,-2.1,0.0333333333333333
"Mike Evans",5,1,8.82,1.5,2.76,0.78,0.08,12.18,0.519,20.66,0.56,0.74,1.32,0.0412,-1.42,-1.24,-2.62,-0.14
"Jon Sundvold",6,3,8.2,1.13333333333333,3.23333333333333,0.466666666666667,0,12.5166666666667,0.505333333333333,20,0.9,0.4,1.31666666666667,0.0465,-0.55,-2.01666666666667,-2.53333333333333,-0.15
"Jeff Wilkins",6,3,7.25714285714286,5.47142857142857,0.942857142857143,0.371428571428571,0.514285714285714,9.67142857142857,0.478714285714286,16.2428571428571,-0.214285714285714,1.52857142857143,1.28571428571429,0.0378571428571429,-3.37142857142857,-0.871428571428571,-4.24285714285714,-0.757142857142857
"Bob Wilkerson",3,2,9.23333333333333,3.46666666666667,3.16666666666667,1.2,0.3,11.3333333333333,0.479,18.6333333333333,-0.333333333333333,1.5,1.2,0.0253333333333333,-2,0.2,-1.8,0.133333333333333
"Jerry Reynolds",3,2,9.26666666666667,3.46666666666667,2.06666666666667,1.16666666666667,0.666666666666667,13.5333333333333,0.486666666666667,21.8333333333333,-0.166666666666667,1.66666666666667,1.16666666666667,0.0453333333333333,-0.966666666666667,0.7,-0.266666666666667,0.566666666666667
"Ron Brewer",5,5,11.6,1.60833333333333,1.71666666666667,0.891666666666667,0.383333333333333,12.7833333333333,0.491666666666667,21.5,0.658333333333333,0.475,1.15,0.0515833333333333,-0.883333333333333,-0.95,-1.825,0.05
"Winston Garland",3,3,10.08,3.24,4.98,1.38,0.14,11.6,0.47,18.68,-0.0199999999999999,1.96,1.12,0.0194,-1.94,-0.5,-2.44,0.02
"Marc Iavaroni",5,4,5.31666666666667,3.95,1.33333333333333,0.45,0.5,8.43333333333333,0.507166666666667,14.6833333333333,-0.366666666666667,1.48333333333333,1.1,0.0408333333333333,-3.46666666666667,0.283333333333333,-3.2,-0.4
"Kevin McKenna",3,2,6.4,1.56666666666667,1.86666666666667,0.933333333333333,0.133333333333333,11.2666666666667,0.52,17.7,0.366666666666667,0.733333333333333,1.06666666666667,0.0666666666666667,-2.1,0.566666666666667,-1.56666666666667,0.0666666666666667
"Michael Holton",4,5,7.12,1.54,3.12,0.84,0.08,10.86,0.4972,16.9,0.38,0.64,1,0.0414,-2.1,-0.58,-2.62,-0.18
"David Wingate",3,2,8.16666666666667,2.06666666666667,2.23333333333333,1.03333333333333,0.266666666666667,9.93333333333333,0.477333333333333,19.1,-0.533333333333333,1.4,0.933333333333333,0.0243333333333333,-2.83333333333333,-0.0333333333333333,-2.86666666666667,-0.3
"Jawann Oldham",4,3,5.05,4.825,0.55,0.35,2.05,10.75,0.49425,13.475,-0.225,1.125,0.875,0.04,-3.625,1.425,-2.2,-0.025
"Pearl Washington",3,2,8.5,1.93333333333333,3.8,1.33333333333333,0.1,12.5333333333333,0.498666666666667,21.4,-0.5,1.13333333333333,0.633333333333333,0.0226666666666667,-1.6,-0.0333333333333333,-1.66666666666667,0.1
"Joe Wolf",3,1,6.06666666666667,3.86666666666667,1.6,0.6,0.3,7.13333333333333,0.444333333333333,15.2,-1.2,1.3,-0.2,-0.00666666666666667,-4.56666666666667,-0.5,-5.06666666666667,-1.03333333333333
"Reggie Williams",3,3,8.55,2.475,1.4,0.875,0.425,9.15,0.43875,23.625,-1,1.475,-0.225,-0.01625,-4.55,-0.35,-4.9,-0.575
