Player,Pos,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,2P%,eFG%,FT%,Season,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kareem Abdul-Jabbar*,C,36,LAL,80,32.8,21.5,7.3,2.6,0.7,1.8,2.8,0.578,,0.579,0.578,0.723,1983-1984,21.3,0.608,25.1,5.9,3.1,8.9,0.163,2.8,0.2,3.0,3.3
Alvan Adams,C,29,PHO,70,20.7,9.6,4.6,3.1,1.0,0.4,1.7,0.462,0.0,0.465,0.462,0.825,1983-1984,16.6,0.513,21.7,1.5,1.8,3.3,0.109,0.7,0.9,1.6,1.3
Mark Aguirre,SF,24,DAL,79,36.7,29.5,5.9,4.5,1.0,0.3,3.6,0.524,0.268,0.532,0.528,0.749,1983-1984,23.5,0.572,33.4,7.0,2.0,9.0,0.149,5.0,-1.2,3.7,4.1
Danny Ainge,SG,24,BOS,71,16.3,5.4,1.6,2.3,0.6,0.1,1.0,0.46,0.273,0.472,0.468,0.821,1983-1984,10.4,0.498,16.2,0.5,1.3,1.8,0.076,-2.2,0.4,-1.8,0.0
Richard Anderson,PF,23,DEN,78,17.7,8.5,5.2,2.5,0.6,0.4,1.4,0.426,0.158,0.435,0.429,0.773,1983-1984,14.6,0.471,22.2,0.3,1.0,1.3,0.044,-0.9,-0.9,-1.9,0.0
Tiny Archibald*,PG,35,MIL,46,22.6,7.4,1.7,3.5,0.7,0.0,1.7,0.487,0.222,0.506,0.495,0.634,1983-1984,10.6,0.526,16.3,0.3,1.1,1.4,0.065,-1.7,-0.3,-2.0,0.0
John Bagley,PG,23,CLE,76,22.5,8.9,2.1,4.4,1.0,0.1,2.2,0.423,0.118,0.432,0.425,0.793,1983-1984,12.8,0.485,21.0,-0.4,1.3,0.9,0.025,-0.9,-0.9,-1.8,0.1
James Bailey,PF,26,HOU,73,16.1,8.8,4.0,1.1,0.5,0.5,1.4,0.491,,0.492,0.491,0.719,1983-1984,15.5,0.537,23.6,1.0,1.3,2.3,0.093,-1.1,-0.2,-1.3,0.2
Thurl Bailey,PF,22,UTA,81,24.8,8.5,5.7,1.6,0.5,1.5,1.3,0.512,,0.512,0.512,0.752,1983-1984,12.9,0.539,14.8,1.3,2.3,3.6,0.086,-1.2,0.7,-0.5,0.8
Greg Ballard,SF,29,WSB,82,32.9,14.5,6.0,3.5,1.1,0.4,1.7,0.481,0.133,0.486,0.482,0.798,1983-1984,15.3,0.515,20.5,2.4,3.2,5.6,0.099,0.6,0.5,1.1,2.1
Gene Banks,PF,24,SAS,80,32.5,13.1,7.3,3.2,1.3,0.3,2.1,0.568,0.167,0.571,0.568,0.741,1983-1984,15.4,0.606,15.4,4.5,1.7,6.2,0.115,1.1,0.0,1.2,2.1
Kent Benson,C,29,DET,82,21.1,7.1,5.0,1.6,0.9,0.6,1.0,0.55,,0.551,0.55,0.822,1983-1984,14.0,0.584,12.8,2.5,2.2,4.7,0.131,-0.1,1.6,1.5,1.5
Larry Bird*,PF,27,BOS,79,38.3,24.2,10.1,6.6,1.8,0.9,3.0,0.492,0.247,0.504,0.497,0.888,1983-1984,24.2,0.552,26.7,7.9,5.6,13.6,0.215,5.6,2.0,7.6,7.3
Otis Birdsong,SG,28,NJN,69,31.4,19.8,2.5,3.9,1.2,0.2,2.5,0.508,0.25,0.513,0.51,0.608,1983-1984,16.8,0.53,26.7,2.4,2.1,4.5,0.1,1.3,-0.7,0.6,1.4
Rolando Blackman,SG,24,DAL,81,37.3,22.4,4.6,3.6,0.7,0.5,2.1,0.546,0.091,0.55,0.547,0.812,1983-1984,19.8,0.596,23.3,8.3,1.5,9.8,0.155,3.6,-1.2,2.4,3.3
Mike Bratz,PG,28,GSW,82,17.4,6.8,1.7,3.1,1.0,0.1,1.3,0.409,0.294,0.421,0.423,0.876,1983-1984,12.9,0.483,18.8,0.6,1.3,1.9,0.063,-1.5,0.3,-1.2,0.3
Ron Brewer,SG,28,TOT,53,18.7,7.8,1.2,0.9,0.5,0.4,0.8,0.444,0.214,0.452,0.448,0.776,1983-1984,9.6,0.477,18.5,0.1,0.2,0.3,0.016,-2.4,-1.5,-3.8,-0.5
Ron Brewer,SG,28,SAS,40,19.6,8.7,1.3,1.1,0.5,0.4,0.8,0.441,0.231,0.449,0.445,0.82,1983-1984,9.9,0.474,19.8,0.1,0.1,0.2,0.011,-2.4,-1.8,-4.2,-0.4
Junior Bridgeman,SF,30,MIL,81,30.0,15.1,4.1,3.3,0.7,0.2,1.8,0.465,0.194,0.473,0.468,0.807,1983-1984,14.3,0.508,23.4,2.1,3.0,5.1,0.1,-0.2,-0.6,-0.8,0.7
Michael Brooks,SF,25,SDC,47,29.9,11.3,7.3,1.9,1.1,0.3,1.7,0.479,0.0,0.484,0.479,0.689,1983-1984,14.0,0.518,16.7,1.6,0.8,2.4,0.081,0.4,-0.7,-0.3,0.6
Fred Brown,SG,35,SEA,71,15.9,8.5,0.9,2.7,0.7,0.0,1.0,0.51,0.265,0.528,0.519,0.895,1983-1984,17.1,0.553,22.6,1.8,0.8,2.6,0.111,1.1,-0.4,0.7,0.8
Quinn Buckner,PG,29,BOS,79,15.8,4.1,1.7,2.7,1.1,0.0,1.3,0.427,0.0,0.435,0.427,0.649,1983-1984,9.4,0.456,15.0,-0.6,1.9,1.3,0.052,-3.7,1.9,-1.8,0.1
Don Buse,PG,33,KCK,76,17.5,5.0,1.5,4.0,1.1,0.0,1.1,0.426,0.305,0.451,0.452,0.788,1983-1984,13.4,0.492,14.4,0.8,1.4,2.2,0.08,0.0,1.0,1.0,1.0
Kenny Carr,PF,28,POR,82,29.9,15.6,7.8,1.9,0.8,0.4,2.5,0.561,0.0,0.564,0.561,0.673,1983-1984,17.3,0.592,21.1,4.1,2.6,6.7,0.131,1.1,-0.7,0.3,1.5
Joe Barry Carroll,C,25,GSW,80,37.0,20.5,8.0,2.5,1.3,1.8,3.4,0.477,,0.477,0.477,0.723,1983-1984,16.8,0.519,24.3,1.6,3.1,4.7,0.077,0.3,-0.1,0.2,1.6
Butch Carter,SG,25,IND,73,28.0,13.4,2.1,2.8,1.8,0.2,1.9,0.479,0.326,0.488,0.488,0.764,1983-1984,13.5,0.52,21.8,0.4,2.2,2.6,0.061,-1.5,0.3,-1.2,0.4
Bill Cartwright,C,26,NYK,77,32.3,17.0,8.4,1.4,0.6,1.3,2.6,0.561,,0.561,0.561,0.805,1983-1984,18.5,0.637,20.6,5.6,4.2,9.8,0.189,1.5,0.5,2.0,2.5
Harvey Catchings,PF,32,MIL,69,16.8,2.1,3.9,0.6,0.4,1.2,0.8,0.399,,0.401,0.399,0.524,1983-1984,6.7,0.42,8.4,-0.7,2.1,1.3,0.056,-4.1,1.9,-2.1,0.0
Tom Chambers,PF,24,SEA,82,31.3,18.1,6.5,1.6,0.6,0.6,2.3,0.499,0.0,0.505,0.499,0.8,1983-1984,16.6,0.563,24.4,4.0,2.1,6.1,0.115,0.0,-1.4,-1.3,0.4
Maurice Cheeks*,PG,27,PHI,75,33.3,12.7,2.7,6.4,2.3,0.3,2.4,0.55,0.4,0.554,0.556,0.733,1983-1984,16.4,0.591,16.3,3.9,3.4,7.3,0.141,0.7,1.6,2.3,2.7
Don Collins,SG,25,GSW,61,15.7,7.2,2.1,1.1,0.7,0.2,1.3,0.483,0.2,0.487,0.484,0.73,1983-1984,12.4,0.516,20.6,0.2,0.7,0.9,0.047,-1.7,-0.4,-2.1,0.0
Lester Conner,SG,24,GSW,82,31.4,11.1,3.7,4.9,2.0,0.1,1.7,0.493,0.167,0.496,0.494,0.718,1983-1984,15.1,0.537,14.9,3.6,2.3,5.9,0.11,0.4,1.2,1.6,2.3
Darwin Cook,PG,25,NJN,82,22.8,8.7,1.9,4.3,2.0,0.4,1.7,0.443,0.239,0.457,0.451,0.754,1983-1984,14.5,0.481,18.8,0.6,3.0,3.6,0.092,-0.4,2.5,2.1,1.9
Jeff Cook,C,27,CLE,81,24.1,5.8,6.0,1.5,0.8,0.6,1.1,0.486,,0.486,0.487,0.723,1983-1984,11.2,0.53,11.4,1.4,2.2,3.7,0.09,-1.9,1.0,-0.9,0.6
Michael Cooper,SG,27,LAL,82,29.1,9.0,3.2,5.9,1.4,0.8,1.8,0.497,0.314,0.549,0.532,0.838,1983-1984,14.1,0.586,13.1,3.9,2.6,6.5,0.13,0.8,1.7,2.5,2.7
Wayne Cooper,C,27,POR,81,20.5,9.8,5.9,0.9,0.3,1.3,1.4,0.459,0.0,0.463,0.459,0.804,1983-1984,15.8,0.519,21.2,2.0,2.0,4.1,0.118,-1.0,-0.6,-1.6,0.2
Dave Corzine,C,27,CHI,82,32.6,12.2,7.0,2.5,0.7,1.5,2.1,0.467,0.333,0.469,0.469,0.84,1983-1984,13.5,0.531,17.3,1.6,3.1,4.7,0.084,-0.6,0.7,0.1,1.4
Pat Cummings,PF,27,DAL,80,31.2,13.1,8.2,2.0,0.8,0.3,1.8,0.494,,0.495,0.494,0.742,1983-1984,13.8,0.523,19.2,1.6,2.7,4.2,0.081,-1.4,-0.6,-2.0,0.0
Terry Cummings,PF,22,SDC,81,35.9,22.9,9.6,1.7,1.1,0.7,2.7,0.494,,0.495,0.494,0.72,1983-1984,19.8,0.538,26.6,5.7,1.8,7.5,0.123,2.0,-1.6,0.4,1.8
Quintin Dailey,SG,23,CHI,82,29.9,18.2,2.9,3.1,1.3,0.1,2.7,0.474,0.125,0.484,0.476,0.811,1983-1984,15.8,0.531,27.4,1.5,2.2,3.7,0.072,-0.2,-0.5,-0.6,0.8
Adrian Dantley*,SF,28,UTA,79,37.8,30.6,5.7,3.9,0.8,0.1,3.3,0.558,0.25,0.559,0.558,0.859,1983-1984,24.6,0.652,28.2,13.0,1.6,14.6,0.235,5.8,-1.5,4.2,4.7
Brad Davis,PG,28,DAL,81,32.9,11.1,2.3,6.9,1.2,0.2,2.0,0.53,0.184,0.551,0.535,0.836,1983-1984,14.4,0.593,14.4,4.8,1.5,6.2,0.112,0.3,-0.5,-0.2,1.2
Johnny Davis,PG,28,ATL,75,27.7,12.3,1.9,4.3,0.8,0.1,1.8,0.443,0.0,0.447,0.443,0.848,1983-1984,14.3,0.507,21.7,1.9,1.4,3.3,0.075,0.4,-1.3,-0.9,0.6
Walter Davis,SG,29,PHO,78,32.6,20.0,2.6,5.5,1.4,0.2,2.7,0.512,0.23,0.532,0.52,0.863,1983-1984,18.5,0.559,25.9,4.2,2.0,6.2,0.118,1.9,-0.8,1.0,1.9
Darryl Dawkins,C,27,NJN,81,29.8,16.8,6.7,1.5,0.7,1.7,2.9,0.593,0.4,0.594,0.594,0.735,1983-1984,17.6,0.641,21.2,4.3,3.6,7.9,0.156,0.2,1.0,1.3,2.0
Darren Daye,SF,23,WSB,75,15.7,6.1,2.5,2.3,0.5,0.2,1.3,0.441,0.0,0.448,0.441,0.714,1983-1984,12.3,0.488,20.5,0.2,1.1,1.3,0.053,-1.1,0.0,-1.2,0.2
James Donaldson,C,26,SDC,82,30.8,11.8,7.9,1.1,0.5,1.7,2.1,0.596,,0.596,0.596,0.761,1983-1984,15.3,0.648,14.5,3.9,1.9,5.8,0.11,0.5,0.3,0.8,1.8
John Drew,SF,29,UTA,81,22.2,17.7,4.2,1.7,1.1,0.0,2.4,0.479,0.273,0.483,0.482,0.778,1983-1984,20.5,0.552,32.9,2.8,1.7,4.5,0.121,1.3,-1.6,-0.3,0.8
Larry Drew,PG,25,KCK,73,32.4,16.4,2.0,7.6,1.7,0.1,2.7,0.462,0.3,0.464,0.463,0.776,1983-1984,16.5,0.513,23.1,2.6,2.0,4.6,0.093,1.3,-0.5,0.8,1.7
Clyde Drexler*,SG,21,POR,82,17.2,7.7,2.9,1.9,1.3,0.4,1.5,0.451,,0.452,0.452,0.728,1983-1984,14.5,0.496,21.6,0.5,1.9,2.4,0.083,-0.9,1.3,0.4,0.8
T.R. Dunn,SG,28,DEN,80,33.8,5.7,7.2,2.9,2.2,0.4,1.2,0.47,,0.472,0.47,0.731,1983-1984,10.2,0.523,7.4,2.0,2.1,4.1,0.073,-0.8,1.2,0.4,1.6
Mark Eaton,C,27,UTA,82,26.1,5.6,7.3,1.4,0.3,4.3,1.2,0.466,,0.467,0.466,0.593,1983-1984,12.3,0.49,10.6,0.2,3.5,3.7,0.084,-2.7,3.7,1.0,1.6
James Edwards,C,28,PHO,72,26.3,14.7,4.8,2.6,0.3,0.4,1.9,0.536,,0.537,0.536,0.72,1983-1984,16.2,0.57,23.1,3.0,1.4,4.4,0.112,0.5,-1.1,-0.5,0.7
Dale Ellis,SF,23,DAL,67,15.8,8.2,3.7,0.8,0.6,0.1,1.2,0.456,0.414,0.459,0.469,0.719,1983-1984,15.1,0.503,24.6,0.5,1.0,1.5,0.066,-0.8,-1.6,-2.4,-0.1
Alex English*,SF,30,DEN,82,35.0,26.4,5.7,5.0,1.0,1.2,2.7,0.529,0.143,0.531,0.529,0.824,1983-1984,22.2,0.57,27.9,7.2,1.0,8.2,0.136,4.7,-1.4,3.4,3.9
Julius Erving*,SF,33,PHI,77,34.8,22.4,6.9,4.0,1.8,1.8,3.0,0.512,0.333,0.515,0.515,0.754,1983-1984,22.9,0.562,27.2,5.6,4.5,10.1,0.18,4.3,1.6,5.9,5.3
Mike Evans,PG,28,DEN,78,21.6,8.1,1.8,3.7,0.8,0.1,1.5,0.431,0.36,0.444,0.459,0.847,1983-1984,10.4,0.506,16.5,0.5,0.4,0.9,0.024,-2.1,-1.5,-3.6,-0.7
Sleepy Floyd,PG,23,GSW,77,33.2,16.8,3.5,3.5,1.3,0.4,2.5,0.463,0.178,0.476,0.467,0.816,1983-1984,14.6,0.531,21.5,2.7,1.8,4.4,0.084,-0.1,-0.4,-0.5,1.0
Phil Ford,PG,27,HOU,81,24.9,7.1,1.7,5.1,0.7,0.1,1.7,0.502,0.133,0.514,0.504,0.838,1983-1984,10.4,0.548,12.8,1.7,1.1,2.9,0.068,-2.1,-0.5,-2.6,-0.3
Rod Foster,PG,23,PHO,80,17.8,8.3,1.5,2.2,0.7,0.1,1.4,0.448,0.262,0.48,0.467,0.787,1983-1984,11.9,0.512,21.8,0.6,1.0,1.6,0.054,-2.1,-0.9,-2.9,-0.3
World B. Free,SG,30,CLE,75,31.7,22.3,2.9,3.0,1.3,0.1,2.1,0.445,0.319,0.451,0.453,0.784,1983-1984,18.8,0.512,31.3,3.7,1.6,5.3,0.107,2.3,-0.9,1.4,2.0
Bill Garnett,PF,23,DAL,80,19.1,5.1,4.1,1.6,0.6,0.8,0.9,0.472,,0.475,0.472,0.733,1983-1984,12.3,0.546,12.1,1.9,1.5,3.5,0.109,-1.1,1.2,0.1,0.8
George Gervin*,SG,31,SAS,76,34.0,25.9,4.1,2.9,1.0,0.6,2.9,0.49,0.417,0.491,0.493,0.842,1983-1984,19.3,0.551,30.1,4.6,0.9,5.5,0.102,1.9,-1.8,0.1,1.3
Artis Gilmore*,C,34,SAS,64,31.8,15.3,10.3,1.1,0.6,2.1,2.3,0.631,,0.635,0.631,0.718,1983-1984,18.8,0.675,16.7,4.8,1.9,6.7,0.159,1.5,-0.1,1.4,1.7
Mike Glenn,SG,28,ATL,81,18.6,8.4,1.3,2.1,0.6,0.1,0.8,0.563,,0.563,0.564,0.8,1983-1984,15.5,0.582,18.6,2.8,1.1,3.9,0.124,0.6,0.0,0.6,1.0
Mike Gminski,C,24,NJN,82,20.2,7.6,5.3,1.1,0.5,0.9,1.5,0.513,,0.516,0.513,0.799,1983-1984,14.1,0.572,15.9,1.7,2.3,4.0,0.116,-0.2,0.3,0.1,0.9
Rickey Green,PG,29,UTA,81,34.2,13.2,2.8,9.2,2.7,0.2,2.1,0.486,0.118,0.493,0.487,0.821,1983-1984,18.0,0.532,16.9,5.0,3.0,7.9,0.138,1.8,1.2,3.0,3.5
Dave Greenwood,PF,26,CHI,78,34.8,12.2,10.1,1.8,0.9,0.9,1.9,0.49,,0.491,0.49,0.737,1983-1984,13.5,0.54,15.7,2.1,3.6,5.7,0.101,-0.8,0.2,-0.6,0.9
Darrell Griffith,SG,25,UTA,82,32.3,20.0,4.1,3.5,1.4,0.3,3.0,0.49,0.361,0.518,0.522,0.696,1983-1984,16.1,0.539,26.4,1.3,2.2,3.5,0.063,0.4,-1.2,-0.7,0.9
Bill Hanzlik,SF,26,DEN,80,18.4,5.4,2.6,3.2,0.9,0.2,1.4,0.431,0.25,0.439,0.436,0.807,1983-1984,10.6,0.546,13.0,1.2,0.7,1.9,0.062,-2.3,0.2,-2.1,0.0
Derek Harper,PG,22,DAL,82,20.9,5.7,2.1,2.9,1.2,0.3,1.4,0.443,0.115,0.464,0.447,0.673,1983-1984,10.5,0.475,14.7,-0.3,1.5,1.3,0.035,-2.3,1.0,-1.3,0.3
Scott Hastings,PF,23,ATL,68,16.7,4.5,4.0,0.7,0.6,0.5,1.0,0.468,0.25,0.472,0.47,0.788,1983-1984,10.3,0.539,13.3,0.5,1.6,2.1,0.09,-3.3,1.0,-2.3,-0.1
Gerald Henderson,PG,28,BOS,78,26.8,11.6,1.9,3.8,1.5,0.2,2.1,0.524,0.351,0.539,0.538,0.768,1983-1984,14.7,0.57,18.8,2.7,2.6,5.3,0.121,0.2,0.9,1.1,1.6
Rod Higgins,SF,24,CHI,78,20.2,6.4,2.6,1.5,0.6,0.4,1.0,0.447,0.045,0.468,0.448,0.724,1983-1984,10.1,0.499,15.1,0.6,1.3,2.0,0.06,-1.9,0.2,-1.7,0.1
Johnny High,PG,26,PHO,29,17.7,1.6,2.3,1.8,1.4,0.4,1.3,0.346,0.0,0.36,0.346,0.345,1983-1984,4.5,0.355,8.2,-0.8,0.7,-0.1,-0.008,-5.5,3.4,-2.0,0.0
Roy Hinson,SF,22,CLE,80,23.2,5.5,6.2,0.9,0.4,1.8,1.4,0.496,,0.496,0.496,0.59,1983-1984,10.4,0.517,11.9,0.1,2.4,2.5,0.064,-3.5,1.3,-2.2,-0.1
Craig Hodges,SG,23,SDC,76,20.7,7.8,1.1,1.5,0.8,0.0,1.1,0.45,0.217,0.471,0.459,0.75,1983-1984,8.7,0.484,17.7,0.2,0.3,0.5,0.015,-3.7,-0.9,-4.5,-1.0
Phil Hubbard,SF,27,CLE,80,22.5,10.8,4.8,1.1,0.9,0.1,1.4,0.511,,0.512,0.511,0.739,1983-1984,15.9,0.568,20.3,3.0,1.7,4.6,0.124,0.2,-0.5,-0.2,0.8
Geoff Huston,PG,26,CLE,77,26.5,10.5,1.2,5.4,0.5,0.0,1.9,0.498,0.182,0.503,0.499,0.714,1983-1984,13.3,0.527,18.6,1.9,0.7,2.6,0.061,0.4,-2.2,-1.8,0.1
Marc Iavaroni,PF,27,PHI,78,19.6,5.1,4.0,1.2,0.5,0.7,1.6,0.463,,0.466,0.463,0.74,1983-1984,8.1,0.52,13.6,-0.6,2.1,1.4,0.045,-3.8,0.7,-3.1,-0.4
Dan Issel*,C,35,DEN,76,27.3,19.8,6.8,2.3,0.8,0.6,1.6,0.493,0.211,0.498,0.495,0.85,1983-1984,21.1,0.561,26.6,4.8,1.3,6.1,0.141,2.6,-1.4,1.2,1.7
Clemon Johnson,C,27,PHI,80,21.5,5.7,5.0,0.7,0.4,0.8,1.2,0.468,,0.468,0.468,0.611,1983-1984,9.1,0.493,13.4,-0.2,2.3,2.2,0.06,-3.0,0.0,-3.0,-0.4
Dennis Johnson*,SG,29,BOS,80,33.3,13.2,3.5,4.2,1.2,0.7,2.2,0.437,0.125,0.449,0.44,0.852,1983-1984,12.8,0.515,18.4,2.5,3.2,5.7,0.102,-0.5,0.6,0.1,1.4
Eddie Johnson,SG,28,ATL,67,28.3,13.2,2.2,5.6,0.9,0.1,2.6,0.442,0.372,0.446,0.452,0.77,1983-1984,14.2,0.497,24.3,0.3,1.4,1.7,0.044,0.3,-1.7,-1.4,0.3
Eddie Johnson,SF,24,KCK,82,35.6,21.9,5.5,3.6,0.9,0.3,2.6,0.485,0.313,0.493,0.492,0.81,1983-1984,16.6,0.528,26.3,3.4,2.2,5.6,0.093,1.3,-1.3,0.0,1.5
Frank Johnson,PG,25,WSB,82,32.8,12.0,2.2,6.9,1.2,0.1,2.3,0.467,0.256,0.478,0.473,0.742,1983-1984,13.6,0.516,18.2,2.1,2.2,4.3,0.076,0.0,-0.6,-0.6,1.0
George Johnson,SF,27,IND,81,25.6,13.0,5.7,2.4,1.0,0.6,2.3,0.465,0.234,0.478,0.471,0.826,1983-1984,15.3,0.527,23.7,0.5,2.7,3.2,0.075,-0.7,0.0,-0.7,0.7
Magic Johnson*,PG,24,LAL,67,38.3,17.6,7.3,13.1,2.2,0.7,4.6,0.565,0.207,0.579,0.569,0.81,1983-1984,22.6,0.628,19.5,6.7,3.6,10.2,0.191,4.8,1.8,6.6,5.6
Marques Johnson,SF,27,MIL,74,36.7,20.7,6.5,4.3,1.6,0.6,2.4,0.502,0.154,0.505,0.502,0.709,1983-1984,19.4,0.534,25.2,4.4,4.2,8.6,0.152,2.9,0.7,3.6,3.8
Mickey Johnson,PF,31,GSW,78,27.2,13.6,6.6,2.8,1.3,0.4,2.8,0.421,0.172,0.43,0.424,0.785,1983-1984,15.3,0.51,23.1,1.1,2.4,3.5,0.079,-0.6,0.0,-0.6,0.7
Steve Johnson,C,26,TOT,81,18.4,9.5,5.2,1.0,0.5,0.9,2.0,0.559,,0.559,0.559,0.575,1983-1984,14.8,0.577,22.7,0.5,1.9,2.4,0.079,-2.6,0.1,-2.5,-0.2
Steve Johnson,C,26,KCK,50,17.9,9.6,5.0,1.3,0.4,1.0,2.1,0.553,,0.553,0.553,0.571,1983-1984,15.2,0.57,23.6,0.2,1.2,1.4,0.075,-2.6,0.5,-2.0,0.0
Steve Johnson,C,26,CHI,31,19.2,9.4,5.4,0.6,0.5,0.7,1.9,0.571,,0.571,0.571,0.582,1983-1984,14.2,0.588,21.3,0.3,0.7,1.0,0.084,-2.7,-0.5,-3.2,-0.2
Vinnie Johnson,SG,27,DET,82,23.3,13.0,2.9,3.3,0.5,0.2,1.6,0.473,0.211,0.478,0.475,0.753,1983-1984,15.9,0.52,23.3,3.1,1.0,4.1,0.103,1.6,-1.4,0.3,1.1
Bobby Jones*,PF,32,PHI,75,23.5,8.3,4.3,2.5,1.4,1.4,1.3,0.523,,0.524,0.523,0.784,1983-1984,16.7,0.589,14.7,2.8,3.2,6.0,0.163,1.2,3.4,4.6,2.9
Caldwell Jones,C,33,HOU,81,30.9,9.9,7.2,1.9,0.6,1.0,2.0,0.502,,0.503,0.503,0.837,1983-1984,10.9,0.557,13.8,1.6,2.5,4.1,0.078,-2.0,0.4,-1.7,0.2
Edgar Jones,PF,27,SAS,81,21.9,10.2,5.5,1.0,0.8,1.3,1.5,0.5,0.316,0.506,0.505,0.727,1983-1984,14.9,0.55,19.2,1.7,1.7,3.4,0.093,-1.4,0.4,-1.1,0.4
Rich Kelley,C,30,UTA,75,22.3,5.2,6.5,2.1,0.7,0.4,2.0,0.5,,0.5,0.5,0.765,1983-1984,9.7,0.579,11.5,0.3,2.2,2.4,0.07,-3.2,0.9,-2.2,-0.1
Clark Kellogg,PF,22,IND,79,33.9,19.1,9.1,3.0,1.5,0.4,2.8,0.519,0.333,0.522,0.522,0.768,1983-1984,19.1,0.561,24.1,3.2,3.8,7.0,0.125,1.7,-0.1,1.6,2.5
Greg Kelser,SF,26,SDC,80,22.3,11.0,4.9,1.1,0.9,0.4,2.4,0.519,0.333,0.521,0.521,0.702,1983-1984,14.6,0.578,21.3,1.6,1.0,2.5,0.068,-0.5,-1.0,-1.5,0.2
Albert King,SF,24,NJN,79,26.6,14.7,4.9,2.6,1.2,0.4,2.6,0.492,0.136,0.5,0.493,0.786,1983-1984,15.6,0.541,24.3,1.5,2.8,4.3,0.099,0.1,0.1,0.2,1.2
Bernard King*,SF,27,NYK,77,34.6,26.3,5.1,2.1,1.0,0.2,2.6,0.572,0.0,0.573,0.572,0.779,1983-1984,22.7,0.619,28.7,8.6,3.5,12.1,0.218,4.6,-0.2,4.5,4.3
